model,n_obs,n_days,mse,mae,directional_accuracy,mean_ic,mean_rankic,ic_t_stat,rankic_t_stat,icir,annualized_return,annualized_volatility,sharpe,max_drawdown,gross_pnl,net_pnl,mean_turnover,max_group_net_exposure,tx_cost_bps,periods_per_year,portfolio_mode,selection_buffer,horizon_days,portfolio_group
lagged_return_reversal,27020,386,0.0019492945315682326,0.0301404042913765,0.5037749814951887,0.012164388493229652,0.005503566804554024,1.1618770888645946,0.5578112128201854,0.20156209136717534,-0.03435347377345061,0.0904509087419792,-0.379802417148152,-0.7241868092960151,0.0056103000684139676,-0.26310398564587173,0.6961509992598074,,10.0,50.4,buffered,0.05,5,none
rolling_mean_5d,27020,386,0.0019359795135930453,0.03008660613733211,0.49233900814211695,-0.017437118331435977,-0.006555924936150986,-1.6730616680516273,-0.6821681171492453,-0.24649779207814895,-0.034825553241093904,0.08244805440951476,-0.422393875640987,-0.5517787443347278,-0.14807665775917142,-0.2667195149020287,0.3073649148778682,,10.0,50.4,buffered,0.05,5,none
ridge_price_only,27020,386,0.0018694612013871604,0.02943468906202361,0.49944485566247226,-0.013380578711378408,-0.007077966209180753,-1.7962864205619615,-0.9136410491658924,-0.33013929515278745,-0.03702795185213609,0.06493893421463384,-0.570196482279069,-0.5404956229548692,-0.1950156629945343,-0.2835870915659629,0.22945965951147293,,10.0,50.4,buffered,0.1,5,none
ridge_price_only,27020,386,0.0018694612013871604,0.02943468906202361,0.49944485566247226,-0.013380578711378408,-0.007077966209180753,-1.7962864205619615,-0.9136410491658924,-0.33013929515278745,-0.03718265806281895,0.06240612970432039,-0.595817401896096,-0.4957804980448688,-0.21670051611603403,-0.2847719446874626,0.1763508512213175,,10.0,50.4,buffered,0.2,5,none
ridge_finance_only,27020,386,0.0018675671109331278,0.029424793201531727,0.5013323464100666,0.008499068719747229,0.0038305481517841586,0.886404723249752,0.4271470819140345,0.1543473081451535,-0.03947367845714583,0.08224607197316816,-0.4799460631995128,-0.6625178449186659,-0.1653182516757598,-0.30231825167575976,0.3549222797927461,,10.0,50.4,buffered,0.05,5,none
lagged_return_reversal,27020,386,0.0019492945315682326,0.0301404042913765,0.5037749814951887,0.012164388493229652,0.005503566804554024,1.1618770888645946,0.5578112128201854,0.20156209136717534,-0.04345577032009106,0.09202513829911069,-0.4722163000597307,-0.7084507958790239,-0.0011017330070466347,-0.3328160187213323,0.859363434492968,,10.0,50.4,daily,0.0,5,none
ridge_price_only,27020,386,0.0018694612013871604,0.02943468906202361,0.49944485566247226,-0.013380578711378408,-0.007077966209180753,-1.7962864205619615,-0.9136410491658924,-0.33013929515278745,-0.04728414590007191,0.06395435528467212,-0.7393420774801315,-0.6067363412947765,-0.2847079428061063,-0.36213651423467774,0.2005921539600296,,10.0,50.4,buffered,0.15,5,none
ridge_price_only,27020,386,0.0018694612013871604,0.02943468906202361,0.49944485566247226,-0.013380578711378408,-0.007077966209180753,-1.7962864205619615,-0.9136410491658924,-0.33013929515278745,-0.05678257862863008,0.0646083239052089,-0.8788740396971065,-0.6681162160039922,-0.26045387600498426,-0.43488244743355575,0.4518874907475943,,10.0,50.4,daily,0.0,5,none
elasticnet_full,27020,386,0.001877043091513516,0.02953571534283544,0.47783123612139156,-0.036654785284902736,-0.038582330074042125,-3.3423448453605493,-4.125227328474593,-1.4906287801001974,-0.08535192521060644,0.08346603603117198,-1.0225946896379523,-1.2087418085743349,-0.6183302208590097,-0.6536873637161525,0.09159881569207992,,10.0,50.4,buffered,0.1,5,none
elasticnet_full,27020,386,0.001877043091513516,0.02953571534283544,0.47783123612139156,-0.036654785284902736,-0.038582330074042125,-3.3423448453605493,-4.125227328474593,-1.4906287801001974,-0.08634093576706929,0.08241745117925549,-1.0476050221363962,-1.2391324607487464,-0.6096905001208083,-0.661261928692237,0.1336047372316802,,10.0,50.4,buffered,0.05,5,none
elasticnet_full,27020,386,0.001877043091513516,0.02953571534283544,0.47783123612139156,-0.036654785284902736,-0.038582330074042125,-3.3423448453605493,-4.125227328474593,-1.4906287801001974,-0.09316510703514934,0.08663522798882334,-1.0753720997556377,-1.2710818899505978,-0.6853835578485643,-0.7135264149914216,0.07290895632864543,,10.0,50.4,buffered,0.15,5,none
elasticnet_full,27020,386,0.001877043091513516,0.02953571534283544,0.47783123612139156,-0.036654785284902736,-0.038582330074042125,-3.3423448453605493,-4.125227328474593,-1.4906287801001974,-0.09632360747018613,0.08488339386535322,-1.134775638483306,-1.2457074891599724,-0.6512165175296002,-0.7377165175296001,0.22409326424870465,,10.0,50.4,daily,0.0,5,none
elasticnet_full,27020,386,0.001877043091513516,0.02953571534283544,0.47783123612139156,-0.036654785284902736,-0.038582330074042125,-3.3423448453605493,-4.125227328474593,-1.4906287801001974,-0.11859361480995696,0.08524374403496547,-1.3912295400975345,-1.3871563273826513,-0.8847050658064163,-0.908276494377845,0.06106587712805329,,10.0,50.4,buffered,0.2,5,none
ridge_full,27020,386,0.0018897431996243942,0.029687446179653302,0.47908956328645447,-0.04339689771449586,-0.04338688693767738,-4.507986131205194,-5.064101754183551,-1.8298860205925227,-0.12042511687976391,0.07842829198483804,-1.5354805495833674,-1.2369348434486176,-0.8983749030870809,-0.9223034745156522,0.06199111769059954,,10.0,50.4,buffered,0.2,5,none
ridge_full,27020,386,0.0018897431996243942,0.029687446179653302,0.47908956328645447,-0.04339689771449586,-0.04338688693767738,-4.507986131205194,-5.064101754183551,-1.8298860205925227,-0.1288508801499064,0.08140080990813242,-1.5829188959584721,-1.3079533247513022,-0.9566198360687276,-0.9868341217830133,0.07827535159141376,,10.0,50.4,buffered,0.15,5,none
country_sector_dummy,27020,386,0.0018845786352568994,0.02961036459022382,0.47498149518874905,-0.055162758653424085,-0.06041183047856449,-5.3628801264435975,-6.335546521679611,-2.2893157712041696,-0.131786307235753,0.09118081822748916,-1.4453292896205017,-1.2876046090541973,-1.0078871943055687,-1.00931576573414,0.0037009622501850475,,10.0,50.4,buffered,0.15,5,none
ridge_country_features_only,27020,386,0.0018845786352568994,0.02961036459022382,0.47498149518874905,-0.055162758653424085,-0.06041183047856449,-5.3628801264435975,-6.335546521679611,-2.2893157712041696,-0.131786307235753,0.09118081822748916,-1.4453292896205017,-1.2876046090541973,-1.0078871943055687,-1.00931576573414,0.0037009622501850475,,10.0,50.4,buffered,0.15,5,none
ridge_full,27020,386,0.0018897431996243942,0.029687446179653302,0.47908956328645447,-0.04339689771449586,-0.04338688693767738,-4.507986131205194,-5.064101754183551,-1.8298860205925227,-0.13203807716165034,0.07792428689644075,-1.6944406220505466,-1.320477588879997,-0.9101011465158142,-1.0112440036586712,0.2620281273131014,,10.0,50.4,daily,0.0,5,none
ridge_full,27020,386,0.0018897431996243942,0.029687446179653302,0.47908956328645447,-0.04339689771449586,-0.04338688693767738,-4.507986131205194,-5.064101754183551,-1.8298860205925227,-0.1347266149423942,0.07766613726802105,-1.7346892697580798,-1.300191027501972,-0.9947633604715114,-1.0318347890429398,0.096039970392302,,10.0,50.4,buffered,0.1,5,none
ridge_full,27020,386,0.0018897431996243942,0.029687446179653302,0.47908956328645447,-0.04339689771449586,-0.04338688693767738,-4.507986131205194,-5.064101754183551,-1.8298860205925227,-0.13650805646055655,0.07613465494874162,-1.792981876025601,-1.3175352266052904,-0.9869783689241038,-1.0454783689241038,0.1515544041450777,,10.0,50.4,buffered,0.05,5,none
country_sector_dummy,27020,386,0.0018845786352568994,0.02961036459022382,0.47498149518874905,-0.055162758653424085,-0.06041183047856449,-5.3628801264435975,-6.335546521679611,-2.2893157712041696,-0.14951922778287646,0.09755732278713077,-1.532629468616376,-1.4581167159624735,-1.1439131334164745,-1.14512741913076,0.003145817912657291,,10.0,50.4,buffered,0.2,5,none
ridge_country_features_only,27020,386,0.0018845786352568994,0.02961036459022382,0.47498149518874905,-0.055162758653424085,-0.06041183047856449,-5.3628801264435975,-6.335546521679611,-2.2893157712041696,-0.14951922778287646,0.09755732278713077,-1.532629468616376,-1.4581167159624735,-1.1439131334164745,-1.14512741913076,0.003145817912657291,,10.0,50.4,buffered,0.2,5,none
country_sector_dummy,27020,386,0.0018845786352568994,0.02961036459022382,0.47498149518874905,-0.055162758653424085,-0.06041183047856449,-5.3628801264435975,-6.335546521679611,-2.2893157712041696,-0.1570074485713909,0.09064401362694215,-1.7321325732284603,-1.4498384989151563,-1.2008348243761289,-1.202477681518986,0.0042561065877128055,,10.0,50.4,buffered,0.1,5,none
ridge_country_features_only,27020,386,0.0018845786352568994,0.02961036459022382,0.47498149518874905,-0.055162758653424085,-0.06041183047856449,-5.3628801264435975,-6.335546521679611,-2.2893157712041696,-0.1570074485713909,0.09064401362694215,-1.7321325732284603,-1.4498384989151563,-1.2008348243761289,-1.202477681518986,0.0042561065877128055,,10.0,50.4,buffered,0.1,5,none
country_sector_dummy,27020,386,0.0018845786352568994,0.02961036459022382,0.47498149518874905,-0.055162758653424085,-0.06041183047856449,-5.3628801264435975,-6.335546521679611,-2.2893157712041696,-0.17441693085356783,0.08515280930997232,-2.048281580689338,-1.618368467286861,-1.3334550656642299,-1.3358122085213728,0.00610658771280533,,10.0,50.4,daily,0.0,5,none
ridge_country_features_only,27020,386,0.0018845786352568994,0.02961036459022382,0.47498149518874905,-0.055162758653424085,-0.06041183047856449,-5.3628801264435975,-6.335546521679611,-2.2893157712041696,-0.17441693085356783,0.08515280930997232,-2.048281580689338,-1.618368467286861,-1.3334550656642299,-1.3358122085213728,0.00610658771280533,,10.0,50.4,daily,0.0,5,none
country_sector_dummy,27020,386,0.0018845786352568994,0.02961036459022382,0.47498149518874905,-0.055162758653424085,-0.06041183047856449,-5.3628801264435975,-6.335546521679611,-2.2893157712041696,-0.18278177411499322,0.08772157501142255,-2.0836581432924857,-1.6472562157532433,-1.3979477144521306,-1.3998762858807021,0.004996299037749815,,10.0,50.4,buffered,0.05,5,none
ridge_country_features_only,27020,386,0.0018845786352568994,0.02961036459022382,0.47498149518874905,-0.055162758653424085,-0.06041183047856449,-5.3628801264435975,-6.335546521679611,-2.2893157712041696,-0.18278177411499322,0.08772157501142255,-2.0836581432924857,-1.6472562157532433,-1.3979477144521306,-1.3998762858807021,0.004996299037749815,,10.0,50.4,buffered,0.05,5,none
